time,block_id,x,y,z,isLocked,isHeld
80.0000,Block0,-9.9135,-49.0000,-4.6927,0,0
80.0000,Block1,3.3866,-49.0000,-6.3276,0,0
80.0000,Block2,-6.6651,-49.0000,-4.0206,0,80.0200,Block0,1.6964,-29.0000,2.2731,0,080.0200,Block0,6.6133,-9.0000,-2.0426,0,0
80.0200,Block1,4.6874,-9.0000,-10.0180.0200,Bl80.0400,Block0,1.6964,-29.0000,2.2731,0,0
80.0400,Block1,10.3556,-29.0000,4.7160,0,80.0400,Block0,6.6133,-9.0000,-2.0426,0,0
80.080.0600,Block0,1.6964,-29.0000,2.2731,0,0
80.0600,Block1,10.3556,-29.0000,4.7160,0,0
80.0600,Block2,4.6466,-28.8235,-4.7602,80.0680.0800,Block0,1.6964,-29.0000,2.2731,0,0
80.0800,Block1,10.3556,-29.0000,4.7160,0,0
80.0800,Block2,4.6466,-28.8392,-4.7602,0,0
80.1000,Block0,1.6964,-29.0000,2.2731,0,0
80.1000,Block1,10.3556,-29.0000,4.7160,0,0
80.1000,Block2,4.6466,-28.8589,-4.7602,0,0
80.1200,Block0,1.6964,-29.0000,2.2731,0,0
80.1200,Block1,10.3556,-29.0000,4.7160,0,0
80.1200,Block2,4.6466,-28.8824,-4.7602,0,0
80.1400,Block0,1.6964,-29.0000,2.2731,0,0
80.1400,Block1,10.3556,-29.0000,4.7160,0,0
80.1400,Block2,4.6466,-28.9099,-4.7602,0,0
80.1600,Block0,1.6964,-29.0000,2.2731,0,0
80.1600,Block1,10.3556,-29.0000,4.7160,0,0
80.1600,Block2,4.6466,-28.9413,-4.7602,0,0
80.1800,Block0,1.6964,-29.0000,2.2731,0,0
80.1800,Block1,10.3556,-29.0000,4.7160,0,0
80.1800,Block2,4.6466,-28.9766,-4.7602,0,0
80.2000,Block0,1.6964,-29.0000,2.2731,0,0
80.2000,Block1,10.3556,-29.0000,4.7160,0,0
80.2000,Block2,4.6466,-29.0158,-4.7602,0,0
80.2200,Block0,1.6862,-29.0000,2.3003,0,0
80.2200,Block1,10.3556,-29.0000,4.7160,0,0
80.2200,Block2,4.6466,-29.0032,-4.7602,0,0
80.2400,Block0,1.6747,-29.0000,2.3294,0,0
80.2400,Block1,10.3556,-29.0000,4.7160,0,0
80.2400,Block2,4.6466,-29.0006,-4.7602,0,0
80.2600,Block0,1.6647,-29.0000,2.3550,0,0
80.2600,Block1,10.3556,-29.0000,4.7160,0,0
80.2600,Block2,4.6466,-29.0001,-4.7602,0,0
80.2800,Block0,1.6561,-29.0000,2.3769,0,0
80.2800,Block1,10.3556,-29.0000,4.7160,0,0
80.2800,Block2,4.6466,-29.0000,-4.7602,0,0
80.3000,Block0,1.6490,-29.0000,2.3953,0,0
80.3000,Block1,10.3556,-29.0000,4.7160,0,0
80.3000,Block2,4.6466,-29.0000,-4.7602,0,0
80.3200,Block0,1.6432,-29.0000,2.4100,0,0
80.3200,Block1,10.3556,-29.0000,4.7160,0,0
80.3200,Block2,4.6466,-29.0000,-4.7602,0,0
80.3400,Block0,1.6389,-29.0000,2.4210,0,0
80.3400,Block1,10.3556,-29.0000,4.7160,0,0
80.3400,Block2,4.6466,-29.0000,-4.7602,0,0
80.3600,Block0,1.6360,-29.0000,2.4283,0,0
80.3600,Block1,10.3556,-29.0000,4.7160,0,0
80.3600,Block2,4.6466,-29.0000,-4.7602,0,0
80.3800,Block0,1.6343,-29.0000,2.4319,0,0
80.3800,Block1,10.3556,-29.0000,4.7160,0,0
80.3800,Block2,4.6466,-29.0000,-4.7602,0,0
80.4000,Block0,1.6274,-29.0000,2.4830,0,0
80.4000,Block1,10.3556,-29.0000,4.7160,0,0
80.4000,Block2,4.6466,-29.0000,-4.7602,0,0
80.4200,Block0,1.6249,-29.0000,2.5431,0,0
80.4200,Block1,10.3556,-29.0000,4.7160,0,0
80.4200,Block2,4.6466,-29.0000,-4.7602,0,0
80.4400,Block0,1.6211,-29.0000,2.6095,0,0
80.4400,Block1,10.3556,-29.0000,4.7160,0,0
80.4400,Block2,4.6466,-29.0000,-4.7602,0,0
80.4600,Block0,1.6175,-29.0000,2.6706,0,0
80.4600,Block1,10.3556,-29.0000,4.7160,0,0
80.4600,Block2,4.6466,-29.0000,-4.7602,0,0
80.4800,Block0,1.6142,-29.0000,2.7271,0,0
80.4800,Block1,10.3556,-29.0000,4.7160,0,0
80.4800,Block2,4.6466,-29.0000,-4.7602,0,0
80.5000,Block0,1.6112,-29.0000,2.7788,0,0
80.5000,Block1,10.3556,-29.0000,4.7160,0,0
80.5000,Block2,4.6466,-29.0000,-4.7602,0,0
80.5200,Block0,1.6084,-29.0000,2.8259,0,0
80.5200,Block1,10.3556,-29.0000,4.7160,0,0
80.5200,Block2,4.6466,-29.0000,-4.7602,0,0
80.5400,Block0,1.6057,-29.0000,2.8718,0,0
80.5400,Block1,10.3556,-29.0000,4.7160,0,0
80.5400,Block2,4.6466,-29.0000,-4.7602,0,0
80.5600,Block0,1.6032,-29.0000,2.9148,0,0
80.5600,Block1,10.3556,-29.0000,4.7160,0,0
80.5600,Block2,4.6466,-29.0000,-4.7602,0,0
80.5800,Block0,1.6009,-29.0000,2.9539,0,0
80.5800,Block1,10.3556,-29.0000,4.7160,0,0
80.5800,Block2,4.6466,-29.0000,-4.7602,0,0
80.6000,Block0,1.5989,-29.0000,2.9884,0,0
80.6000,Block1,10.3556,-29.0000,4.7160,0,0
80.6000,Block2,4.6466,-29.0000,-4.7602,0,0
80.6200,Block0,1.5971,-29.0000,3.0181,0,0
80.6200,Block1,10.3556,-29.0000,4.7160,0,0
80.6200,Block2,4.6466,-29.0000,-4.7602,0,0
80.6400,Block0,1.5957,-29.0000,3.0431,0,0
80.6400,Block1,10.3556,-29.0000,4.7160,0,0
80.6400,Block2,4.6466,-29.0000,-4.7602,0,0
80.6600,Block0,1.5945,-29.0000,3.0634,0,0
80.6600,Block1,10.3556,-29.0000,4.7160,0,0
80.6600,Block2,4.6466,-29.0000,-4.7602,0,0
80.6800,Block0,1.5936,-29.0000,3.0790,0,0
80.6800,Block1,10.3556,-29.0000,4.7160,0,0
80.6800,Block2,4.6466,-29.0000,-4.7602,0,0
80.7000,Block0,1.5929,-29.0000,3.0900,0,0
80.7000,Block1,10.3556,-29.0000,4.7160,0,0
80.7000,Block2,4.6466,-29.0000,-4.7602,0,0
80.7200,Block0,1.5924,-29.0000,3.0961,0,0
80.7200,Block1,10.3556,-29.0000,4.7160,0,0
80.7200,Block2,4.6466,-29.0000,-4.7602,0,0
80.7400,Block0,1.5922,-29.0000,3.0976,0,0
80.7400,Block1,10.3556,-29.0000,4.7160,0,0
80.7400,Block2,4.6466,-29.0000,-4.7602,0,0
80.7600,Block0,1.5921,-29.0000,3.0977,0,0
80.7600,Block1,10.3556,-29.0000,4.7160,0,0
80.7600,Block2,4.6466,-29.0000,-4.7602,0,0
80.7800,Block0,1.5921,-29.0000,3.0977,0,0
80.7800,Block1,10.3556,-29.0000,4.7160,0,0
80.7800,Block2,4.6466,-29.0000,-4.7602,0,0
80.8000,Block0,1.5921,-29.0000,3.0977,0,0
80.8000,Block1,10.3556,-29.0000,4.7160,0,0
80.8000,Block2,4.6466,-29.0000,-4.7602,0,0
80.8200,Block0,1.5921,-29.0000,3.0977,0,0
80.8200,Block1,10.3556,-29.0000,4.7160,0,0
80.8200,Block2,4.6466,-29.0000,-4.7602,0,0
80.8400,Block0,1.5921,-29.0000,3.0977,0,0
80.8400,Block1,10.3556,-29.0000,4.7160,0,0
80.8400,Block2,4.6466,-29.0000,-4.7602,0,0
80.8600,Block0,1.5921,-29.0000,3.0977,0,0
80.8600,Block1,10.3556,-29.0000,4.7160,0,0
80.8600,Block2,4.6466,-29.0000,-4.7602,0,0
80.8800,Block0,1.5921,-29.0000,3.0977,0,0
80.8800,Block1,10.3556,-29.0000,4.7160,0,0
80.8800,Block2,4.6466,-29.0000,-4.7602,0,0
80.9000,Block0,1.5921,-29.0000,3.0977,0,0
80.9000,Block1,10.3556,-29.0000,4.7160,0,0
80.9000,Block2,4.6466,-29.0000,-4.7602,0,0
80.9200,Block0,1.5921,-29.0000,3.0977,0,0
80.9200,Block1,10.3556,-29.0000,4.7160,0,0
80.9200,Block2,4.6466,-29.0000,-4.7602,0,0
80.9400,Block0,1.5921,-29.0000,3.0977,0,0
80.9400,Block1,10.3556,-29.0000,4.7160,0,0
80.9400,Block2,4.6466,-29.0000,-4.7602,0,0
80.9600,Block0,1.5921,-29.0000,3.0977,0,0
80.9600,Block1,10.3556,-29.0000,4.7160,0,0
80.9600,Block2,4.6466,-29.0000,-4.7602,0,0
80.9800,Block0,1.5921,-29.0000,3.0977,0,0
80.9800,Block1,10.3556,-29.0000,4.7160,0,0
80.9800,Block2,4.6466,-29.0000,-4.7602,0,0
81.0000,Block0,1.5921,-29.0000,3.0977,0,0
81.0000,Block1,10.3556,-29.0000,4.7160,0,0
81.0000,Block2,4.6466,-29.0000,-4.7602,0,0
81.0200,Block0,1.5921,-29.0000,3.0977,0,0
81.0200,Block1,10.3556,-29.0000,4.7160,0,0
81.0200,Block2,4.6466,-29.0000,-4.7602,0,0
81.0400,Block0,1.5921,-29.0000,3.0977,0,0
81.0400,Block1,10.3556,-29.0000,4.7160,0,0
81.0400,Block2,4.6466,-29.0000,-4.7602,0,0
81.0600,Block0,1.5921,-29.0000,3.0977,0,0
81.0600,Block1,10.3556,-29.0000,4.7160,0,0
81.0600,Block2,4.6466,-29.0000,-4.7602,0,0
