time,block_id,x,y,z,isLocked,isHeld
489.9998,Block0,4.7737,-49.0000,-3.4221,0,0
489.9998,Block1,1.9737,-49.0000,9.1917,0,0
489.9998,Block2,-7.0233,-49.0000,-2.3531,0,0490.0198,Block0,6.6346,-39.0000,6.6434,0,0
490.0198,Block1,9.3824,-39.0000,1.8544,0490.0198,Block0,10.0226,1.0000,-9.5710,0,0
490.0490.0398,Block0,6.6346,-39.0000,6.6434,0,0
490.0398,Block1,9.3824,-39.0000,1.8544,0,0
490.0398,Block2,-7.0367,-39.0000,2.6056,0,0
490.0598,Block0,6.6346,-39.0000,6.6434,0,0
490.0598,Block1,9.3824,-39.0000,1.8544,0,0
490.0598,Block2,-7.0367,-39.0000,2.6056,0,0
490.0798,Block0,6.6346,-39.0000,6.6434,0,0
490.0798,Block1,9.3824,-39.0000,1.8544,0,0
490.0798,Block2,-7.0367,-39.0000,2.6056,0,0
490.0998,Block0,6.6346,-39.0000,6.6434,0,0
490.0998,Block1,9.3824,-39.0000,1.8544,0,0
490.0998,Block2,-7.0367,-39.0000,2.6056,0,0
490.1198,Block0,6.6346,-39.0000,6.6434,0,0
490.1198,Block1,9.3824,-39.0000,1.8544,0,0
490.1198,Block2,-7.0367,-39.0000,2.6056,0,0
490.1398,Block0,6.6346,-39.0000,6.6434,0,0
490.1398,Block1,9.3824,-39.0000,1.8544,0,0
490.1398,Block2,-7.0367,-39.0000,2.6056,0,0
490.1598,Block0,6.6346,-39.0000,6.6434,0,0
490.1598,Block1,9.3824,-39.0000,1.8544,0,0
490.1598,Block2,-7.0367,-39.0000,2.6056,0,0
490.1798,Block0,6.6346,-39.0000,6.6434,0,0
490.1798,Block1,9.3824,-39.0000,1.8544,0,0
490.1798,Block2,-7.0367,-39.0000,2.6056,0,0
490.1998,Block0,6.6346,-39.0000,6.6434,0,0
490.1998,Block1,9.3824,-39.0000,1.8544,0,0
490.1998,Block2,-7.0367,-39.0000,2.6056,0,0
490.2198,Block0,6.6346,-39.0000,6.6434,0,0
490.2198,Block1,9.3824,-39.0000,1.8544,0,0
490.2198,Block2,-7.0367,-39.0000,2.6056,0,0
490.2398,Block0,6.6346,-39.0000,6.6434,0,0
490.2398,Block1,9.3824,-39.0000,1.8544,0,0
490.2398,Block2,-7.0367,-39.0000,2.6056,0,0
490.2598,Block0,6.6346,-39.0000,6.6434,0,0
490.2598,Block1,9.3824,-39.0000,1.8544,0,0
490.2598,Block2,-7.0367,-39.0000,2.6056,0,0
490.2798,Block0,6.6346,-39.0000,6.6434,0,0
490.2798,Block1,9.3824,-39.0000,1.8544,0,0
490.2798,Block2,-7.0367,-39.0000,2.6056,0,0
490.2998,Block0,6.6346,-39.0000,6.6434,0,0
490.2998,Block1,9.3824,-39.0000,1.8544,0,0
490.2998,Block2,-7.0367,-39.0000,2.6056,0,0
490.3198,Block0,6.6346,-39.0000,6.6434,0,0
490.3198,Block1,9.3824,-39.0000,1.8544,0,0
490.3198,Block2,-7.0367,-39.0000,2.6056,0,0
490.3398,Block0,6.6346,-39.0000,6.6434,0,0
490.3398,Block1,9.3824,-39.0000,1.8544,0,0
490.3398,Block2,-7.0367,-39.0000,2.6056,0,0
490.3598,Block0,6.6346,-39.0000,6.6434,0,0
490.3598,Block1,9.3824,-39.0000,1.8544,0,0
490.3598,Block2,-7.0367,-39.0000,2.6056,0,0
490.3798,Block0,6.6346,-39.0000,6.6434,0,0
490.3798,Block1,9.3824,-39.0000,1.8544,0,0
490.3798,Block2,-7.0367,-39.0000,2.6056,0,0
490.3998,Block0,6.6346,-39.0000,6.6434,0,0
490.3998,Block1,9.3824,-39.0000,1.8544,0,0
490.3998,Block2,-7.0367,-39.0000,2.6056,0,0
