time,block_id,x,y,z,isLocked,isHeld
1699.9990,Block0,7.2671,-19.0000,-10.7665,0,0
1699.9990,Block1,-0.3911,-19.0000,-4.4667,0,0
1699.9990,Block2,-4.9386,-19.0000,-5.8730,0,0
1699.9990,Block3,9.9908,-19.0000,-4.8755,0,01700.0190,Block0,-1.8967,-49.0000,-3.8201700.011700.0190,Block0,7.2671,-19.0000,-10.7665,0,0
1700.0190,Block1,-0.3911,-19.0000,-4.4667,0,0
1700.0190,Block2,-4.9386,-19.0000,-5.8730,0,01700.0390,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.0390,Block1,7.2291,-49.0000,1700.0390,Bloc1700.0390,Block0,7.2671,-19.0000,-10.7665,0,0
1700.0390,Block1,-0.3911,-19.0000,-4.4667,0,01700.0590,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.0590,Block1,7.2291,-49.0000,-7.9554,0,0
1700.0590,Block2,4.3689,-491700.0590,Block0,0.751700.0590,Block0,7.2671,-19.0000,-10.7665,0,01700.0790,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.0790,Block1,7.2291,-49.0000,-7.9554,0,0
1700.0790,Block2,4.3689,-49.0000,-4.5291,0,0
1700.0790,Block3,-4.81700.0790,Block0,0.7556,-91700.0990,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.0990,Block1,7.2291,-49.0000,-7.9554,0,0
1700.0990,Block2,4.3689,-49.0000,-4.5291,0,0
1700.0990,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.1190,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.1190,Block1,7.2291,-49.0000,-7.9554,0,0
1700.1190,Block2,4.3689,-49.0000,-4.5291,0,0
1700.1190,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.1390,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.1390,Block1,7.2291,-49.0000,-7.9554,0,0
1700.1390,Block2,4.3689,-49.0000,-4.5291,0,0
1700.1390,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.1590,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.1590,Block1,7.2291,-49.0000,-7.9554,0,0
1700.1590,Block2,4.3689,-49.0000,-4.5291,0,0
1700.1590,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.1790,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.1790,Block1,7.2291,-49.0000,-7.9554,0,0
1700.1790,Block2,4.3689,-49.0000,-4.5291,0,0
1700.1790,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.1990,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.1990,Block1,7.2291,-49.0000,-7.9554,0,0
1700.1990,Block2,4.3689,-49.0000,-4.5291,0,0
1700.1990,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.2190,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.2190,Block1,7.2291,-49.0000,-7.9554,0,0
1700.2190,Block2,4.3689,-49.0000,-4.5291,0,0
1700.2190,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.2390,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.2390,Block1,7.2291,-49.0000,-7.9554,0,0
1700.2390,Block2,4.3689,-49.0000,-4.5291,0,0
1700.2390,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.2590,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.2590,Block1,7.2291,-49.0000,-7.9554,0,0
1700.2590,Block2,4.3689,-49.0000,-4.5291,0,0
1700.2590,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.2790,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.2790,Block1,7.2291,-49.0000,-7.9554,0,0
1700.2790,Block2,4.3689,-49.0000,-4.5291,0,0
1700.2790,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.2990,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.2990,Block1,7.2291,-49.0000,-7.9554,0,0
1700.2990,Block2,4.3689,-49.0000,-4.5291,0,0
1700.2990,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.3190,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.3190,Block1,7.2291,-49.0000,-7.9554,0,0
1700.3190,Block2,4.3689,-49.0000,-4.5291,0,0
1700.3190,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.3390,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.3390,Block1,7.2291,-49.0000,-7.9554,0,0
1700.3390,Block2,4.3689,-49.0000,-4.5291,0,0
1700.3390,Block3,-4.8501,-49.0000,-0.6955,0,0
1700.3590,Block0,-1.8967,-49.0000,-3.8205,0,0
1700.3590,Block1,7.2291,-49.0000,-7.9554,0,0
1700.3590,Block2,4.3689,-49.0000,-4.5291,0,0
