episode_index,episode_steps,episode_duration_steps,episode_duration_seconds,outcome,outcome_seekers,outcome_hiders,winner,hidersCaptured,stepsHidden,timeHidden,hidersPerfectGame,gracePeriodEnded
28,5000,5000,100.000,Timeout,Timeout,Timeout,None,0,91,0.030,False,True

