time,block_id,x,y,z,isLocked,isHeld
2599.9990,Block0,1.0757,-19.0000,-0.5660,0,0
2599.9990,Block1,-5.0857,-19.0000,6.7212,0,0
2599.9990,Block2,8.5832,-19.0000,0.3815,0,0
252600.0190,Block0,9.7684,-39.0000,-1.1016,0,0
2600.0190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.0190,Block2,-0.6441,-39.0000,9.5267,0,0
2600.0390,Block0,9.7684,-39.0000,-1.1016,0,0
2600.0390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.0390,Block2,-0.6065,-39.0000,9.5232,0,0
2600.0590,Block0,9.7684,-39.0000,-1.1016,0,0
2600.0590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.0590,Block2,-0.5737,-39.0000,9.5202,0,0
2600.0790,Block0,9.7684,-39.0000,-1.1016,0,0
2600.0790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.0790,Block2,-0.5455,-39.0000,9.5176,0,0
2600.0990,Block0,9.7684,-39.0000,-1.1016,0,0
2600.0990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.0990,Block2,-0.5220,-39.0000,9.5153,0,0
2600.1190,Block0,9.7684,-39.0000,-1.1016,0,0
2600.1190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.1190,Block2,-0.5032,-39.0000,9.5135,0,0
2600.1390,Block0,9.7684,-39.0000,-1.1016,0,0
2600.1390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.1390,Block2,-0.4891,-39.0000,9.5121,0,0
2600.1590,Block0,9.7684,-39.0000,-1.1016,0,0
2600.1590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.1590,Block2,-0.4797,-39.0000,9.5111,0,0
2600.1790,Block0,9.7684,-39.0000,-1.1016,0,0
2600.1790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.1790,Block2,-0.4750,-39.0000,9.5106,0,0
2600.1990,Block0,9.7684,-39.0000,-1.1016,0,0
2600.1990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.1990,Block2,-0.4746,-39.0000,9.5104,0,0
2600.2190,Block0,9.8531,-39.0000,-1.1203,0,0
2600.2190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.2190,Block2,-0.4746,-39.0000,9.5104,0,0
2600.2390,Block0,9.9320,-39.0000,-1.1378,0,0
2600.2390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.2390,Block2,-0.4746,-39.0000,9.5104,0,0
2600.2590,Block0,10.0064,-39.0000,-1.1543,0,0
2600.2590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.2590,Block2,-0.4746,-39.0000,9.5104,0,0
2600.2790,Block0,10.0762,-39.0000,-1.1697,0,0
2600.2790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.2790,Block2,-0.4746,-39.0000,9.5104,0,0
2600.2990,Block0,10.1414,-39.0000,-1.1842,0,0
2600.2990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.2990,Block2,-0.4746,-39.0000,9.5104,0,0
2600.3190,Block0,10.2020,-39.0000,-1.1976,0,0
2600.3190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.3190,Block2,-0.4746,-39.0000,9.5104,0,0
2600.3390,Block0,10.2580,-39.0000,-1.2100,0,0
2600.3390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.3390,Block2,-0.4746,-39.0000,9.5104,0,0
2600.3590,Block0,10.3094,-39.0000,-1.2214,0,0
2600.3590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.3590,Block2,-0.4746,-39.0000,9.5104,0,0
2600.3790,Block0,10.3562,-39.0000,-1.2317,0,0
2600.3790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.3790,Block2,-0.4746,-39.0000,9.5104,0,0
2600.3990,Block0,10.3984,-39.0000,-1.2411,0,0
2600.3990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.3990,Block2,-0.4746,-39.0000,9.5104,0,0
2600.4190,Block0,10.4361,-39.0000,-1.2494,0,0
2600.4190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.4190,Block2,-0.4746,-39.0000,9.5104,0,0
2600.4390,Block0,10.4691,-39.0000,-1.2568,0,0
2600.4390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.4390,Block2,-0.4746,-39.0000,9.5104,0,0
2600.4590,Block0,10.4974,-39.0000,-1.2632,0,0
2600.4590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.4590,Block2,-0.4746,-39.0000,9.5104,0,0
2600.4790,Block0,10.5212,-39.0000,-1.2687,0,0
2600.4790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.4790,Block2,-0.4746,-39.0000,9.5104,0,0
2600.4990,Block0,10.5404,-39.0000,-1.2731,0,0
2600.4990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.4990,Block2,-0.4746,-39.0000,9.5104,0,0
2600.5190,Block0,10.5550,-39.0000,-1.2766,0,0
2600.5190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.5190,Block2,-0.4746,-39.0000,9.5104,0,0
2600.5390,Block0,10.5649,-39.0000,-1.2791,0,0
2600.5390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.5390,Block2,-0.4746,-39.0000,9.5104,0,0
2600.5590,Block0,10.5703,-39.0000,-1.2805,0,0
2600.5590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.5590,Block2,-0.4746,-39.0000,9.5104,0,0
2600.5790,Block0,10.5711,-39.0000,-1.2808,0,0
2600.5790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.5790,Block2,-0.4746,-39.0000,9.5104,0,0
2600.5990,Block0,10.5711,-39.0000,-1.2809,0,0
2600.5990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.5990,Block2,-0.4746,-39.0000,9.5104,0,0
2600.6190,Block0,10.5711,-39.0000,-1.2809,0,0
2600.6190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.6190,Block2,-0.4746,-39.0000,9.5104,0,0
2600.6390,Block0,10.7079,-39.0000,-1.1936,0,0
2600.6390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.6390,Block2,-0.4746,-39.0000,9.5104,0,0
2600.6590,Block0,10.8089,-39.0000,-1.1468,0,0
2600.6590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.6590,Block2,-0.4746,-39.0000,9.5104,0,0
2600.6790,Block0,10.9056,-39.0000,-1.1020,0,0
2600.6790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.6790,Block2,-0.4746,-39.0000,9.5104,0,0
2600.6990,Block0,10.9981,-39.0000,-1.0592,0,0
2600.6990,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.6990,Block2,-0.4746,-39.0000,9.5104,0,0
2600.7190,Block0,11.0863,-39.0000,-1.0183,0,0
2600.7190,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.7190,Block2,-0.4746,-39.0000,9.5104,0,0
2600.7390,Block0,11.1028,-39.0000,-0.9794,0,0
2600.7390,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.7390,Block2,-0.4746,-39.0000,9.5104,0,0
2600.7590,Block0,11.1235,-39.0000,-0.9445,0,0
2600.7590,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.7590,Block2,-0.4746,-39.0000,9.5104,0,0
2600.7790,Block0,11.1415,-39.0000,-0.9137,0,0
2600.7790,Block1,-3.8406,-39.0000,-9.0876,0,0
2600.7790,Block2,-0.4746,-39.0000,9.5104,0,0
2600.7990,Block0,11.1720,-39.0000,-0.9619,0,0
