time,block_id,x,y,z,isLocked,isHeld
60.0000,Block0,-8.4199,-49.0000,-3.1102,0,0
60.0000,Block1,5.8090,-49.0000,7.5790,0,0
60.0000,Block2,8.0168,-49.0000,-6.6285,0,0
60.0000,Block3,-1.0431,-49.0000,1.630160.0200,Block0,2.9271,1.0000,-7.4361,0,0
60.0200,Block1,9.4062,1.0000,-10.3875,0,0
60.0200,Block2,10.0838,1.0000,-0.4791,0,0
60.0200,Bl60.0200,Block0,4.6279,-19.0000,-60.0400,Block0,2.9271,1.0000,-7.4361,0,0
60.0400,Block1,9.4062,1.0000,-10.3875,0,0
60.0400,Block2,10.0760,1.0000,-0.4519,0,0
60.0400,Block3,-2.1734,1.0000,2.6186,0,0
60.0600,Block0,2.9271,1.0000,-7.4361,0,0
60.0600,Block1,9.4062,1.0000,-10.3875,0,0
60.0600,Block2,10.0695,1.0000,-0.4291,0,0
60.0600,Block3,-2.1734,1.0000,2.6186,0,0
60.0800,Block0,2.9271,1.0000,-7.4361,0,0
60.0800,Block1,9.4062,1.0000,-10.3875,0,0
60.0800,Block2,10.0643,1.0000,-0.4109,0,0
60.0800,Block3,-2.1734,1.0000,2.6186,0,0
60.1000,Block0,2.9271,1.0000,-7.4361,0,0
60.1000,Block1,9.4062,1.0000,-10.3875,0,0
60.1000,Block2,10.0604,1.0000,-0.3973,0,0
60.1000,Block3,-2.1734,1.0000,2.6186,0,0
60.1200,Block0,2.9271,1.0000,-7.4361,0,0
60.1200,Block1,9.4062,1.0000,-10.3875,0,0
60.1200,Block2,10.0579,1.0000,-0.3881,0,0
60.1200,Block3,-2.1734,1.0000,2.6186,0,0
60.1400,Block0,2.9271,1.0000,-7.4361,0,0
60.1400,Block1,9.4062,1.0000,-10.3875,0,0
60.1400,Block2,10.0566,1.0000,-0.3835,0,0
60.1400,Block3,-2.1734,1.0000,2.6186,0,0
60.1600,Block0,2.9271,1.0000,-7.4361,0,0
60.1600,Block1,9.4062,1.0000,-10.3875,0,0
60.1600,Block2,10.0567,1.0000,-0.3831,0,0
60.1600,Block3,-2.1734,1.0000,2.6186,0,0
60.1800,Block0,2.9271,1.0000,-7.4361,0,0
60.1800,Block1,9.4062,1.0000,-10.3875,0,0
60.1800,Block2,10.0568,1.0000,-0.3831,0,0
60.1800,Block3,-2.1734,1.0000,2.6186,0,0
60.2000,Block0,2.9271,1.0000,-7.4361,0,0
60.2000,Block1,9.4062,1.0000,-10.3875,0,0
60.2000,Block2,10.0568,1.0000,-0.3831,0,0
60.2000,Block3,-2.1734,1.0000,2.6186,1,0
60.2200,Block0,2.9271,1.0000,-7.4361,0,0
60.2200,Block1,9.4062,1.0000,-10.3875,0,0
60.2200,Block2,10.0568,1.0000,-0.3831,0,0
60.2200,Block3,-2.1734,1.0000,2.6186,1,0
60.2400,Block0,2.9271,1.0000,-7.4361,0,0
60.2400,Block1,9.4062,1.0000,-10.3875,0,0
60.2400,Block2,10.0568,1.0000,-0.3831,0,0
60.2400,Block3,-2.1734,1.0000,2.6186,1,0
60.2600,Block0,2.9271,1.0000,-7.4361,0,0
60.2600,Block1,9.4062,1.0000,-10.3875,0,0
60.2600,Block2,10.0568,1.0000,-0.3831,0,0
60.2600,Block3,-2.1734,1.0000,2.6186,1,0
60.2800,Block0,2.9271,1.0000,-7.4361,0,0
60.2800,Block1,9.4062,1.0000,-10.3875,0,0
60.2800,Block2,10.0568,1.0000,-0.3831,0,0
60.2800,Block3,-2.1734,1.0000,2.6186,1,0
60.3000,Block0,2.9271,1.0000,-7.4361,0,0
60.3000,Block1,9.4062,1.0000,-10.3875,0,0
60.3000,Block2,10.0568,1.0000,-0.3831,0,0
60.3000,Block3,-2.1734,1.0000,2.6186,0,0
60.3200,Block0,2.9271,1.0000,-7.4361,0,0
60.3200,Block1,9.4062,1.0000,-10.3875,0,0
60.3200,Block2,10.0568,1.0000,-0.3831,0,0
60.3200,Block3,-2.1734,1.0000,2.6186,0,0
60.3400,Block0,2.9271,1.0000,-7.4361,0,0
60.3400,Block1,9.4062,1.0000,-10.3875,0,0
60.3400,Block2,10.0568,1.0000,-0.3831,0,0
60.3400,Block3,-2.1734,1.0000,2.6186,0,0
60.3600,Block0,2.9271,1.0000,-7.4361,0,0
60.3600,Block1,9.4062,1.0000,-10.3875,0,0
60.3600,Block2,10.0568,1.0000,-0.3831,0,0
60.3600,Block3,-2.1734,1.0000,2.6186,0,0
60.3800,Block0,2.9271,1.0000,-7.4361,0,0
60.3800,Block1,9.4062,1.0000,-10.3875,0,0
60.3800,Block2,10.0568,1.0000,-0.3831,0,0
60.3800,Block3,-2.1734,1.0000,2.6186,0,0
60.4000,Block0,2.9271,1.0000,-7.4361,0,0
60.4000,Block1,9.4062,1.0000,-10.3875,0,0
60.4000,Block2,10.0568,1.0000,-0.3831,0,0
60.4000,Block3,-2.1734,1.0000,2.6186,0,0
60.4200,Block0,2.9271,1.0000,-7.4361,0,0
