time,block_id,x,y,z,isLocked,isHeld
100.0000,Block0,8.5291,-39.0000,-6.2208,0,0
100.0000,Block1,-3.8702,-39.0000,5.6201,0,0
100.0000,Block2,3.5982,-39.0000,4.9844,0,0100.0200,Block0,4.2621,1.0000,-0.7936,0,0
100.0100.0200,Block0,8.5212,-39.0000,-6.2214,0,0
100.0200,Block1,-3.8702,-39.0000,5.6201100.0400,Block0,4.2621,1.0000,-0.7936,0,0
100.0400,Block1,-4.6528,1.0000,-3.5978,0,0
100.0400,100.0400,Block0,8.5181,-39.0000,-6.2100.0600,Block0,4.2621,1.0000,-0.7936,0,0
100.0600,Block1,-4.6528,1.0000,-3.5978,0,0
100.0600,Block2,-10.4230,1.0000,-3.2861,0,0
100.0800,Block0,4.2621,1.0000,-0.7936,0,0
100.0800,Block1,-4.6528,1.0000,-3.5978,0,0
100.0800,Block2,-10.4230,1.0000,-3.2861,0,0
100.1000,Block0,4.2621,1.0000,-0.7936,0,0
100.1000,Block1,-4.6528,1.0000,-3.5978,0,0
100.1000,Block2,-10.4230,1.0000,-3.2861,0,0
100.1200,Block0,4.2621,1.0000,-0.7936,0,0
100.1200,Block1,-4.6528,1.0000,-3.5978,0,0
100.1200,Block2,-10.4230,1.0000,-3.2861,0,0
100.1400,Block0,4.2621,1.0000,-0.7936,0,0
100.1400,Block1,-4.6528,1.0000,-3.5978,0,0
100.1400,Block2,-10.4230,1.0000,-3.2861,0,0
100.1600,Block0,4.2621,1.0000,-0.7936,0,0
100.1600,Block1,-4.6528,1.0000,-3.5978,0,0
100.1600,Block2,-10.4230,1.0000,-3.2861,0,0
100.1800,Block0,4.2621,1.0000,-0.7936,0,0
100.1800,Block1,-4.6528,1.0000,-3.5978,0,0
100.1800,Block2,-10.4230,1.0000,-3.2861,0,0
100.2000,Block0,4.2621,1.0000,-0.7936,0,0
100.2000,Block1,-4.6528,1.0000,-3.5978,0,0
100.2000,Block2,-10.4230,1.0000,-3.2861,0,0
100.2200,Block0,4.2621,1.0000,-0.7936,0,0
100.2200,Block1,-4.6528,1.0000,-3.5978,0,0
100.2200,Block2,-10.4230,1.0000,-3.2861,0,0
100.2400,Block0,4.2621,1.0000,-0.7936,0,0
100.2400,Block1,-4.6528,1.0000,-3.5978,0,0
100.2400,Block2,-10.4230,1.0000,-3.2861,0,0
100.2600,Block0,4.2621,1.0000,-0.7936,0,0
100.2600,Block1,-4.6528,1.0000,-3.5978,0,0
100.2600,Block2,-10.4230,1.0000,-3.2861,0,0
100.2800,Block0,4.2621,1.0000,-0.7936,0,0
100.2800,Block1,-4.6528,1.0000,-3.5978,0,0
100.2800,Block2,-10.4230,1.0000,-3.2861,0,0
